Mainfile,Formula,Entry_id
AminoAcids/cys/Dipeptide/bare/conf_0004/FHIaims.out,C6H12N2O2S,3k9ttGNgAXa7bq3FXtD94wFeKVti
AminoAcids/arg/Dipeptide/bare/conf_3080/FHIaims.out,C9H19N5O2,3kOJYYq84z-Wk147aWkr2EiQX0J3
AminoAcids/arg/Dipeptide/bare/conf_0947/FHIaims.out,C9H19N5O2,3kQkPTMT25-TlL9RI8GvmQ2OPiIg
AminoAcids/lys/Dipeptide/Ca/conf_0156/FHIaims.out,C9CaH19N3O2,3khyw_tdIh_St_D_EunvttJyuqBv
AminoAcids/arg/Dipeptide/bare/conf_0787/FHIaims.out,C9H19N5O2,3kjIypGDmxf6-7KO8_1wVTLTTREt
AminoAcids/asp/Dipeptide/bare/conf_0030/FHIaims.out,C7H11N2O4,3kptEWmlrzxjnTdb3eJSBaWwfDgH
AminoAcids/trp/Dipeptide/bare/conf_0018/FHIaims.out,C14H17N3O2,3kyl1AAxDbabTFYxFZmzXW4bkrXf
AminoAcids/lysH/Dipeptide/Mg/conf_0728/FHIaims.out,C9H20MgN3O2,3kzORTykQMh53XirD57TEcu_mVJN
AminoAcids/lysH/Dipeptide/bare/conf_0847/FHIaims.out,C9H20N3O2,3l9FVnSc8VvAjEFU0Yg_BevHDjTX
AminoAcids/gluH/Dipeptide/bare/conf_0467/FHIaims.out,C8H14N2O4,3lL8xBP2v9sqD4xlsFSB1M9UexdU
AminoAcids/lysH/Dipeptide/Ba/conf_0617/FHIaims.out,BaC9H20N3O2,3lW7l6s-MIvJ6MpPXchLLosWbMAO
AminoAcids/gluH/Dipeptide/bare/conf_0419/FHIaims.out,C8H14N2O4,3lZ5aK2lYr8EhwATyay2HW5H2u0I
AminoAcids/hisD/Dipeptide/Ba/conf_0083/FHIaims.out,BaC9H14N4O2,3lj-_fc9lZPaEi-TAJhbvqqHWV5a
AminoAcids/arg/Dipeptide/bare/conf_3610/FHIaims.out,C9H19N5O2,3ljsWZnc80KH4hA_HriJXouVhcPy
AminoAcids/lys/Dipeptide/bare/conf_0133/FHIaims.out,C9H19N3O2,3ln3H4GJvzvyHshGiTeVBuP_xhr9
AminoAcids/argH/Dipeptide/bare/conf_0065/FHIaims.out,C9H20N5O2,3m9m5GLzXlKvOaG-TBbKSxg-WvPR
AminoAcids/leu/Dipeptide/Mg/conf_0014/FHIaims.out,C9H18MgN2O2,3mCKvgB1bJO3Y3HWoG97vMQD6vbA
AminoAcids/glu/Dipeptide/Ca/conf_0023/FHIaims.out,C8CaH13N2O4,3mYt0BYisPVxsRpJ5PTTxHO9cGva
AminoAcids/argH/Dipeptide/Mg/conf_0032/FHIaims.out,C9H20MgN5O2,3meFt5-jLiaMoTR699RrxqXvJZGf
AminoAcids/hisD/Dipeptide/Ba/conf_0101/FHIaims.out,BaC9H14N4O2,3mjET2tLEXhras_xHgAl8dTVEDuC
AminoAcids/lys/Dipeptide/bare/conf_1961/FHIaims.out,C9H19N3O2,3mmdv5VkPsTOmJROI6n5XEF9BfPC
AminoAcids/arg/Dipeptide/bare/conf_2251/FHIaims.out,C9H19N5O2,3mt4btxZ4URlKjuEpDos_1R8RpD-
AminoAcids/hisD/Dipeptide/Ca/conf_0210/FHIaims.out,C9CaH14N4O2,3n5VQaAOhyo6qEClVdATSodOAhOb
AminoAcids/argH/Dipeptide/Ba/conf_0339/FHIaims.out,BaC9H20N5O2,3nJfcTkkN4bknV0JaAODQmlfeECa
AminoAcids/arg/Dipeptide/bare/conf_0316/FHIaims.out,C9H19N5O2,3nbHxXjmF_6RGNF_s53B0TbdY-uO
AminoAcids/gln/Dipeptide/Mg/conf_0058/FHIaims.out,C8H15MgN3O3,3nmLkkzTgC6_p8S1bOpNb_V_alNR
AminoAcids/hisE/Dipeptide/bare/conf_0069/FHIaims.out,C9H14N4O2,3ns5b5OFWXNh_2Dq0kOqXQKWv3Y9
AminoAcids/arg/Dipeptide/bare/conf_1961/FHIaims.out,C9H19N5O2,3ntceHIwPlv1Sr0GlIbjUiJUPYwn
AminoAcids/arg/Dipeptide/bare/conf_2541/FHIaims.out,C9H19N5O2,3o7IZRndMkb-GAcWmY3QWDgC65ee
AminoAcids/aspH/Dipeptide/Mg/conf_0017/FHIaims.out,C7H12MgN2O4,3ozcvCt4kP4KnS0hMYnDdDQj1FXS
AminoAcids/arg/Dipeptide/bare/conf_3711/FHIaims.out,C9H19N5O2,3ozf2wCeybSNN2NoMYDISvzwQkoU
AminoAcids/gln/Dipeptide/Ba/conf_0040/FHIaims.out,BaC8H15N3O3,3pOa-oQQ5-sPtQzQudRlY9e2JHyw
AminoAcids/argH/Dipeptide/Ba/conf_0290/FHIaims.out,BaC9H20N5O2,3pSkLqwBf0RyGnVRIqmhhin4tU07
AminoAcids/gln/Dipeptide/bare/conf_0319/FHIaims.out,C8H15N3O3,3pcgu0DVArFP9KrsTqm4fjXnE0EM
AminoAcids/lysH/Dipeptide/Ca/conf_0026/FHIaims.out,C9CaH20N3O2,3q7NWJaE37fT6ZFlOQJjDsWmcECl
AminoAcids/ser/Dipeptide/Ca/conf_0028/FHIaims.out,C6CaH12N2O3,3qB9xrsK9jk6konVQINDKKAK2zzw
AminoAcids/lys/Dipeptide/bare/conf_0491/FHIaims.out,C9H19N3O2,3qGcgW5zGZzBaPhsP9MZ7Qjxv6nI
AminoAcids/gln/Dipeptide/bare/conf_0046/FHIaims.out,C8H15N3O3,3qHC1w4EcTIxLHFe-rIoofvs5TM0
AminoAcids/lys/Dipeptide/Ca/conf_0126/FHIaims.out,C9CaH19N3O2,3qJocFYkZHsn6E-l3BzeHul1YpUr
AminoAcids/arg/Dipeptide/bare/conf_1065/FHIaims.out,C9H19N5O2,3qcH3ubErVq490GMj-q3KhpPsVSq
AminoAcids/gln/Dipeptide/bare/conf_0098/FHIaims.out,C8H15N3O3,3qm2ViChRfhX6UaMq37mm5c1G4hF
AminoAcids/arg/Dipeptide/Mg/conf_0159/FHIaims.out,C9H19MgN5O2,3rKtBzvf6KHDGl7I_4Z5OrgEPIX8
AminoAcids/arg/Dipeptide/bare/conf_4060/FHIaims.out,C9H19N5O2,3rOhJa_KL_zgWtKdUYAgWtPKWkRl
AminoAcids/arg/Dipeptide/bare/conf_0628/FHIaims.out,C9H19N5O2,3rUUQv5BYe3sYxuzqqymeNq9eisJ
AminoAcids/ser/Dipeptide/bare/conf_0060/FHIaims.out,C6H12N2O3,3rZ4iRVmrCmoIo_dwd58Kp6PiuQD
AminoAcids/lysH/Dipeptide/Ba/conf_0585/FHIaims.out,BaC9H20N3O2,3s-vSjVQosrtS8vzD92lxgu2VYpf
AminoAcids/gluH/Dipeptide/Mg/conf_0044/FHIaims.out,C8H14MgN2O4,3s4FzrAnofEE0W_nvIrZlvVrPrbG
AminoAcids/argH/Dipeptide/Ba/conf_0446/FHIaims.out,BaC9H20N5O2,3s8-6BKwRkuoex3_xCYNfwaApOGd
AminoAcids/ile/Dipeptide/bare/conf_0106/FHIaims.out,C9H18N2O2,3sA4DkOy1U-pSLHLqb7VJOM4fBw1
AminoAcids/argH/Dipeptide/Ca/conf_0499/FHIaims.out,C9CaH20N5O2,3skbkzi627HPYGAgm9O0JGokuuYP
AminoAcids/lys/Dipeptide/Mg/conf_0413/FHIaims.out,C9H19MgN3O2,3tCKZYc8oN9lJX5AGbdtgjpzGNae
AminoAcids/arg/Dipeptide/bare/conf_1616/FHIaims.out,C9H19N5O2,3tICLV5860v3zu00-EsE4Vv04Q8e
AminoAcids/arg/Dipeptide/Mg/conf_0318/FHIaims.out,C9H19MgN5O2,3tPE3xpEU2y-rKjIkprs-cmGN5Qv
AminoAcids/val/Dipeptide/Ca/conf_0031/FHIaims.out,C8CaH16N2O2,3tPSflVKPQKg0QE1ucy6akILl4zx
AminoAcids/arg/Dipeptide/bare/conf_0220/FHIaims.out,C9H19N5O2,3tUL8A6BJSa_YXFRwMO7wcZqE_ah
AminoAcids/lys/Dipeptide/Ba/conf_0307/FHIaims.out,BaC9H19N3O2,3tYJoiwhneDz-sdGbEc3eD0a01gR
AminoAcids/lys/Dipeptide/bare/conf_1654/FHIaims.out,C9H19N3O2,3tf5M9v6uqNsG6uAon2iTkk7AzFl
AminoAcids/lysH/Dipeptide/Mg/conf_0495/FHIaims.out,C9H20MgN3O2,3txhCnbWl1cSxt52icI5Jf_DlcDm
AminoAcids/arg/Dipeptide/Mg/conf_0361/FHIaims.out,C9H19MgN5O2,3uGyhT8zObV2718v9utke_4lB0O-
AminoAcids/arg/Dipeptide/bare/conf_1626/FHIaims.out,C9H19N5O2,3uHE9A8SviOTQZ-ZJRoeFRR1yFd8
AminoAcids/lys/Dipeptide/bare/conf_1583/FHIaims.out,C9H19N3O2,3uQFJHAYn9b5xpxYqFFZDYOFeavw
AminoAcids/arg/Dipeptide/Ca/conf_0108/FHIaims.out,C9CaH19N5O2,3uXkoLSB6pjM7xXCy6JHMGKd2T3I
AminoAcids/gln/Dipeptide/bare/conf_0101/FHIaims.out,C8H15N3O3,3u_0nGhBsMs1W0RXCwekOX7SIEf5
AminoAcids/arg/Dipeptide/bare/conf_3896/FHIaims.out,C9H19N5O2,3v5sj7rMimph7E2PXerSbSfC_TNr
AminoAcids/gluH/Dipeptide/bare/conf_0112/FHIaims.out,C8H14N2O4,3v7gMbVtJpq9QAZGZcuCvM-utGJX
AminoAcids/lys/Dipeptide/Mg/conf_0112/FHIaims.out,C9H19MgN3O2,3vPNpJNTON71Ufd6F5ofhXu6h-Xz
AminoAcids/argH/Dipeptide/Ca/conf_0141/FHIaims.out,C9CaH20N5O2,3vSQVS-9p84-kxTOE50SoLicYnlr
AminoAcids/arg/Dipeptide/bare/conf_1730/FHIaims.out,C9H19N5O2,3vawnxg5TrF4h7WjekvPKu7QFtC6
AminoAcids/trp/Dipeptide/Ca/conf_0055/FHIaims.out,C14CaH17N3O2,3vkhqqavqmE3s4ZnD2jDry740x3J
AminoAcids/met/Dipeptide/Mg/conf_0067/FHIaims.out,C8H16MgN2O2S,3wM43Hg017SXKUvBr6sT2xhKgZ6h
AminoAcids/met/Dipeptide/Ba/conf_0072/FHIaims.out,BaC8H16N2O2S,3wXhWmLraqaghySYjnr3a6NZt2JP
AminoAcids/lysH/Dipeptide/bare/conf_0241/FHIaims.out,C9H20N3O2,3x2rXxsd9WmPXwn_MDMUBXUiL2ah
AminoAcids/phe/Dipeptide/bare/conf_0066/FHIaims.out,C12H16N2O2,3xQkCc8opTKxG6nUX0ZdYKccYtlz
AminoAcids/asn/Dipeptide/bare/conf_0079/FHIaims.out,C7H13N3O3,3xUJEa_013iiwthcXp9kx22CXNrq
AminoAcids/argH/Dipeptide/Ca/conf_0162/FHIaims.out,C9CaH20N5O2,3xb1DieqWnTWFfMnjAy_i61C6dgk
AminoAcids/arg/Dipeptide/Ba/conf_0761/FHIaims.out,BaC9H19N5O2,3xlm4UAkNwWvcVZMDxYaWyfWVWDI
AminoAcids/hisD/Dipeptide/Ca/conf_0200/FHIaims.out,C9CaH14N4O2,3xrHFgL-9wIMqrJQst1SnpO4OEpK
AminoAcids/lysH/Dipeptide/Ba/conf_0141/FHIaims.out,BaC9H20N3O2,3xwdi8pbj9zbkmBruQD6lpk4_HtN
AminoAcids/arg/Dipeptide/Ca/conf_0227/FHIaims.out,C9CaH19N5O2,3y3CLF4YWLF8raxgD9aW1OPYE8w6
AminoAcids/lysH/Dipeptide/Ca/conf_0579/FHIaims.out,C9CaH20N3O2,3yLE1dUcE6Mi78pJ8FM8PuZ3dEgQ
AminoAcids/asn/Dipeptide/Mg/conf_0039/FHIaims.out,C7H13MgN3O3,3yX6iDyUDcieTZ3amZWSFWAggrza
AminoAcids/ser/Dipeptide/bare/conf_0088/FHIaims.out,C6H12N2O3,3ygx2Ss6tA7EPgYWBMUcKF9eoGWA
AminoAcids/arg/Dipeptide/bare/conf_2354/FHIaims.out,C9H19N5O2,3yxbEGaqaIexGAdo7hsvGnJHV-Jb
AminoAcids/arg/Dipeptide/bare/conf_3993/FHIaims.out,C9H19N5O2,3yy5NbjHPVUOA1f1gTBeXw9rSeEk
AminoAcids/lys/Dipeptide/Mg/conf_0084/FHIaims.out,C9H19MgN3O2,3z1qvv1wRHPkZqueFugJ_dce8gZq
AminoAcids/argH/Dipeptide/bare/conf_0340/FHIaims.out,C9H20N5O2,3zA1pDIJeiYRwtDfgBrpgoYYX-g5
AminoAcids/gln/Dipeptide/bare/conf_0227/FHIaims.out,C8H15N3O3,3zea-0urf4a_jiV8jRk-fA_r23n4
AminoAcids/argH/Dipeptide/Ca/conf_0400/FHIaims.out,C9CaH20N5O2,3zf1RT8jcZSVUqXV992GhIuZ-Yv_
AminoAcids/lysH/Dipeptide/Ba/conf_0386/FHIaims.out,BaC9H20N3O2,3zpR47W-RzvEHVqe71jY54ZhspDb
AminoAcids/asp/Dipeptide/Ca/conf_0016/FHIaims.out,C7CaH11N2O4,4-4mOChpTlY8sUL3iwVR9wCEqtqA
AminoAcids/leu/Dipeptide/Ca/conf_0054/FHIaims.out,C9CaH18N2O2,4-OwiGj_9mQmbGsiNlx2Scabwxic
AminoAcids/arg/Dipeptide/bare/conf_2967/FHIaims.out,C9H19N5O2,4-XW3GREWlse9OdG2sZ9tzBfzQFn
AminoAcids/arg/Dipeptide/bare/conf_3786/FHIaims.out,C9H19N5O2,4-tO2wn-WVXZ2JNgTPozmKUcO9Dv
AminoAcids/lys/Dipeptide/bare/conf_2010/FHIaims.out,C9H19N3O2,403vaoliLaTKXqp-OTMKT5B0HBgC
AminoAcids/aspH/Dipeptide/Ba/conf_0047/FHIaims.out,BaC7H12N2O4,40CKagAmXdR3EEzn0WTBECjNVkgB
AminoAcids/hisH/Dipeptide/Mg/conf_0063/FHIaims.out,C9H15MgN4O2,40FLSn0yPxQz3Ob1Svuxw_4tR2mv
AminoAcids/hisE/Dipeptide/bare/conf_0035/FHIaims.out,C9H14N4O2,410X_zI7--jpUKMof79_YPZ_LusL
AminoAcids/glu/Dipeptide/Ca/conf_0044/FHIaims.out,C8CaH13N2O4,417iPpnihrak9AqkOEQenZxAQucJ
AminoAcids/arg/Dipeptide/bare/conf_0516/FHIaims.out,C9H19N5O2,41diFY_2UX3CzE3Q89Iv33yNU8WK
AminoAcids/ala/Dipeptide/Ba/conf_0012/FHIaims.out,BaC6H12N2O2,41q2VawFEiHP-nR6d1jKgfiBP51d
AminoAcids/asp/Dipeptide/Ca/conf_0041/FHIaims.out,C7CaH11N2O4,427KKenujSZGYl0dwNhpYfIDb10R
AminoAcids/arg/Dipeptide/bare/conf_1768/FHIaims.out,C9H19N5O2,429P3NhsoUIT4LpK1yqKY8CxjqF_
AminoAcids/argH/Dipeptide/bare/conf_0134/FHIaims.out,C9H20N5O2,42GWDUHEZDhi4EZQ8ChtHOIsohw6
AminoAcids/arg/Dipeptide/bare/conf_3348/FHIaims.out,C9H19N5O2,42ztnbJcA65i1LUL18q7Q1Nbnf4u
AminoAcids/lys/Dipeptide/bare/conf_1155/FHIaims.out,C9H19N3O2,4353tkiWZyoM2tCqPoeauBKfiwA3
AminoAcids/arg/Dipeptide/Ca/conf_0788/FHIaims.out,C9CaH19N5O2,438wl9wBjKo4B3ISCxRbmHc-To_n
AminoAcids/arg/Dipeptide/Mg/conf_0077/FHIaims.out,C9H19MgN5O2,43ITf_nuGSdEBfJwUDIyBGHj5591
AminoAcids/arg/Dipeptide/bare/conf_3883/FHIaims.out,C9H19N5O2,43ot2mzd_1BwS6_OBijFMmaTyHZg
AminoAcids/lys/Dipeptide/bare/conf_1997/FHIaims.out,C9H19N3O2,44-jNywX893dED0koHRt98l6QXyv
AminoAcids/lys/Dipeptide/bare/conf_1544/FHIaims.out,C9H19N3O2,44Ib7Kaln4yE-kVehhmh-ROVR03_
AminoAcids/hisD/Dipeptide/Ba/conf_0069/FHIaims.out,BaC9H14N4O2,44eWynJNUThEGVXOInbtVJAWxyfx
AminoAcids/leu/Dipeptide/bare/conf_0071/FHIaims.out,C9H18N2O2,44r5Vpxzd0myBCpd0Uj0ltwP3nWV
AminoAcids/hisD/Dipeptide/Ca/conf_0122/FHIaims.out,C9CaH14N4O2,458WRn2kcfIwL9qot8NunJ0q7WMu
AminoAcids/lys/Dipeptide/Ba/conf_0246/FHIaims.out,BaC9H19N3O2,458aVDGhkUv9EpvT9ow7XHJewlEx
AminoAcids/arg/Dipeptide/bare/conf_0672/FHIaims.out,C9H19N5O2,45BvpwzIsGGL3CiXQaHggUiZaPHC
AminoAcids/arg/Dipeptide/bare/conf_2716/FHIaims.out,C9H19N5O2,45Gr2P09S1G0xkLcUjs6Ie9QV7_V
AminoAcids/hisD/Dipeptide/Mg/conf_0060/FHIaims.out,C9H14MgN4O2,45aQ1Bcl9sYRWm7Q7jInQc0Dotv4
AminoAcids/argH/Dipeptide/Ba/conf_0455/FHIaims.out,BaC9H20N5O2,45cQnv47IJK5IXSWlzW2Ez0IWfxo
AminoAcids/lysH/Dipeptide/Mg/conf_0398/FHIaims.out,C9H20MgN3O2,45hIFJstYZj22zBDi-YEAh9yDGYT
AminoAcids/gln/Dipeptide/bare/conf_0339/FHIaims.out,C8H15N3O3,45k35Y3dtmTiwmwu_CIL_rHXgnDk
AminoAcids/tyr/Dipeptide/bare/conf_0016/FHIaims.out,C12H16N2O3,45qu1IfmKu6unnQ93MIy3hEfuUV1
AminoAcids/lysH/Dipeptide/Mg/conf_0650/FHIaims.out,C9H20MgN3O2,469F39NQk_uORUQn2G3_iw6SegH2
AminoAcids/lys/Dipeptide/bare/conf_0887/FHIaims.out,C9H19N3O2,46D_HtbfEs7bXfKHq2mhB5gTK0MJ
AminoAcids/lys/Dipeptide/bare/conf_0593/FHIaims.out,C9H19N3O2,46Xb25PXv_ZhkGymqvMOVwTpvIUo
AminoAcids/lysH/Dipeptide/bare/conf_0097/FHIaims.out,C9H20N3O2,474VSPOaBTFMBJGV9tAnP1gnH6WD
AminoAcids/arg/Dipeptide/bare/conf_3567/FHIaims.out,C9H19N5O2,47N8ttUVwFCLAWvwqdJyqaLjDOr4
AminoAcids/lysH/Dipeptide/Mg/conf_0636/FHIaims.out,C9H20MgN3O2,47Y3GlBsjuBu0MBUBlg_xPIKZCL4
AminoAcids/arg/Dipeptide/Mg/conf_0783/FHIaims.out,C9H19MgN5O2,47_4WIC2cJV03rpx87rsV1vL4dty
AminoAcids/ser/Dipeptide/Ca/conf_0013/FHIaims.out,C6CaH12N2O3,47gws_CHSsLw48G1sr5Wvq6JO67o
AminoAcids/argH/Dipeptide/Mg/conf_0234/FHIaims.out,C9H20MgN5O2,47tYNhpuL7pshGVThjnQsoMbM_Nh
AminoAcids/argH/Dipeptide/bare/conf_0373/FHIaims.out,C9H20N5O2,48avGCfmCRKxUAO5pwRhdYjQ8Hur
AminoAcids/lysH/Dipeptide/Ca/conf_0290/FHIaims.out,C9CaH20N3O2,48lybshzsn7ceeAgNiqqRf-7aZUc
AminoAcids/lys/Dipeptide/Ca/conf_0283/FHIaims.out,C9CaH19N3O2,48ngPonD4ELnIJZ9Hhli6TZ6nZmY
AminoAcids/lys/Dipeptide/Ca/conf_0303/FHIaims.out,C9CaH19N3O2,490G6f_-aMq3NlA2kBYeCYaMe6Wi
AminoAcids/arg/Dipeptide/Ca/conf_0702/FHIaims.out,C9CaH19N5O2,49BH-v6LYAOshvJiwX-chD7myP_I
AminoAcids/arg/Dipeptide/Mg/conf_0482/FHIaims.out,C9H19MgN5O2,49iilkBRgW1b_8gAgghY4oCnX4iK
AminoAcids/tyr/Dipeptide/bare/conf_0106/FHIaims.out,C12H16N2O3,49v_B_vAHHEYgjiWDnFNRjRNf3aP
AminoAcids/phe/Dipeptide/Mg/conf_0026/FHIaims.out,C12H16MgN2O2,49z1k5_vquC7a8fjje7k70kYwlcj
AminoAcids/lys/Dipeptide/Mg/conf_0032/FHIaims.out,C9H19MgN3O2,49zmw9ToL5AFsQycKNb-YNoM325m
AminoAcids/gluH/Dipeptide/bare/conf_0035/FHIaims.out,C8H14N2O4,4A-ijDbN4-Q7Kc65s5ZRulfrVPcp
AminoAcids/glu/Dipeptide/Ca/conf_0040/FHIaims.out,C8CaH13N2O4,4A9KZY5OEnLQnplVuUHtyJMqymo3
AminoAcids/lys/Dipeptide/Mg/conf_0280/FHIaims.out,C9H19MgN3O2,4AI8hhh-VMv_r5Ys7j6ABj0Wu-TX
AminoAcids/leu/Dipeptide/bare/conf_0113/FHIaims.out,C9H18N2O2,4AMxiBbUUue1hoWlkDZgXEub5Zn7
AminoAcids/lysH/Dipeptide/Ca/conf_0308/FHIaims.out,C9CaH20N3O2,4AUzg6SrS8SzCUA59MPcsdHztVjR
AminoAcids/argH/Dipeptide/bare/conf_0820/FHIaims.out,C9H20N5O2,4AXwXPOAtuqUFV8C-0s5DFpNNHXa
AminoAcids/val/Dipeptide/Mg/conf_0014/FHIaims.out,C8H16MgN2O2,4AYFKZilsna7ORmsQpyrhbWzJAXk
AminoAcids/argH/Dipeptide/Mg/conf_0404/FHIaims.out,C9H20MgN5O2,4AZKooAsGPNbW4k2lEDzCDLkT7Ic
AminoAcids/lys/Dipeptide/bare/conf_0992/FHIaims.out,C9H19N3O2,4AhP70Uypr1Zl3r3gm4K0mypsYfV
AminoAcids/lys/Dipeptide/bare/conf_0092/FHIaims.out,C9H19N3O2,4Ajx9HkHxqztJuLFW_1Au_wJkCzS
AminoAcids/lysH/Dipeptide/bare/conf_0698/FHIaims.out,C9H20N3O2,4BImclHWrjRuEC6sUP5gBXqP1V14
AminoAcids/lys/Dipeptide/Ba/conf_0343/FHIaims.out,BaC9H19N3O2,4BK3iSRnLaMVP2AMhSDu56UfO2Ob
AminoAcids/ser/Dipeptide/bare/conf_0127/FHIaims.out,C6H12N2O3,4BbN4inPARDq1dbshVN7aLPTzP8K
AminoAcids/lys/Dipeptide/Ca/conf_0025/FHIaims.out,C9CaH19N3O2,4BeMFUY20WiWsP1WmbmtAPbiMhsm
AminoAcids/met/Dipeptide/bare/conf_0040/FHIaims.out,C8H16N2O2S,4BltrNlpSfvOdvyLP1rnV-RsfvDR
AminoAcids/arg/Dipeptide/Ba/conf_0726/FHIaims.out,BaC9H19N5O2,4Bwi7ccruKtzQWqTFlcG569VGUN_
AminoAcids/argH/Dipeptide/Mg/conf_0330/FHIaims.out,C9H20MgN5O2,4BwkyTam95fexpVRZLWwELAUjrQi
AminoAcids/ser/Dipeptide/bare/conf_0130/FHIaims.out,C6H12N2O3,4C72G0fGX_cgo8UchCEJxaU-wZaA
AminoAcids/gluH/Dipeptide/bare/conf_0278/FHIaims.out,C8H14N2O4,4CG5Qpv7iN9g1Y9S7gbunNFNz7mi
AminoAcids/hisH/Dipeptide/bare/conf_0033/FHIaims.out,C9H15N4O2,4CQqNsSqflFFmkQutfsu13BuIKu6
AminoAcids/lys/Dipeptide/bare/conf_0999/FHIaims.out,C9H19N3O2,4Cb7q18VpVH6CacFnMWi8Fmed79O
AminoAcids/lys/Dipeptide/Mg/conf_0390/FHIaims.out,C9H19MgN3O2,4Cc4IMKPPMkEfrOjUdcYdsyMNjan
AminoAcids/arg/Dipeptide/Mg/conf_0336/FHIaims.out,C9H19MgN5O2,4Ckh6oWt8ZOo1wIzWgg2uaFPViAg
AminoAcids/arg/Dipeptide/Mg/conf_0481/FHIaims.out,C9H19MgN5O2,4D11Zg9DrJX_DGO0r4I3zsHGmyLQ
AminoAcids/argH/Dipeptide/bare/conf_0659/FHIaims.out,C9H20N5O2,4DAl3NO7qBElYD-Tg3-6gxhGWPb-
AminoAcids/arg/Dipeptide/Ca/conf_0596/FHIaims.out,C9CaH19N5O2,4DNThso_J63d_xSdKH24KhWrlL4v
AminoAcids/lysH/Dipeptide/Mg/conf_0666/FHIaims.out,C9H20MgN3O2,4DdEoxyNm8BXz8GXM29oJp1Mi-Ji
AminoAcids/met/Dipeptide/bare/conf_0178/FHIaims.out,C8H16N2O2S,4Di6Fd1wFk3--5gCyld6crLH5iMs
AminoAcids/lys/Dipeptide/Ca/conf_0087/FHIaims.out,C9CaH19N3O2,4DpuS1vaiLOIpPJafvxxcayfyWif
AminoAcids/arg/Dipeptide/Ba/conf_0232/FHIaims.out,BaC9H19N5O2,4DsCycOkTXKLW7aJ_1Aba2xuUeA5
AminoAcids/argH/Dipeptide/bare/conf_0362/FHIaims.out,C9H20N5O2,4DsZnDwSyY6FgR2p1cdEc-WB06vG
AminoAcids/glu/Dipeptide/Ba/conf_0067/FHIaims.out,BaC8H13N2O4,4Dz7x9bgnPTiznoT5JEnpxuolCNk
AminoAcids/lysH/Dipeptide/Ca/conf_0264/FHIaims.out,C9CaH20N3O2,4E5k1Yj9Ce0pQNCm2Rt1HK1OSkPe
AminoAcids/met/Dipeptide/bare/conf_0046/FHIaims.out,C8H16N2O2S,4EALPOQe1oww_HpKH1GxH2Hxntu4
AminoAcids/lys/Dipeptide/bare/conf_0136/FHIaims.out,C9H19N3O2,4Ei0j0kHwJCH0AzShvGIa-wzeR15
AminoAcids/arg/Dipeptide/bare/conf_2721/FHIaims.out,C9H19N5O2,4FBV4PC4IHi5PJz5bH0GY2k7kPMj
AminoAcids/gly/Dipeptide/Ca/conf_0005/FHIaims.out,C5CaH10N2O2,4FKxFB1JmN02UE4uxdaAyw7KKkvb
AminoAcids/lys/Dipeptide/Ba/conf_0181/FHIaims.out,BaC9H19N3O2,4FLvp_TXxHkbtWUPMkMa0cFd4S6e
AminoAcids/pro/Dipeptide/Mg/conf_0020/FHIaims.out,C8H14MgN2O2,4FNzopgiK9cWeaXJpamWnKQe32tW
AminoAcids/lysH/Dipeptide/Mg/conf_0399/FHIaims.out,C9H20MgN3O2,4FPASw_914m1oyHsGKEAWcavpsH1
AminoAcids/argH/Dipeptide/Ca/conf_0376/FHIaims.out,C9CaH20N5O2,4FTIFQCA_tsoe_BoOKxJfsHGRUma
AminoAcids/argH/Dipeptide/bare/conf_0247/FHIaims.out,C9H20N5O2,4FU99e8zvEs2Kfl6kAUfFJFf1jnE
AminoAcids/lys/Dipeptide/Mg/conf_0022/FHIaims.out,C9H19MgN3O2,4FWdU0nuIuCkxNzpiEgzP4GwN7Kg
AminoAcids/lysH/Dipeptide/bare/conf_0746/FHIaims.out,C9H20N3O2,4FZ8G2FF1u3LTgXbfhARUfwvt6ll
AminoAcids/argH/Dipeptide/bare/conf_0518/FHIaims.out,C9H20N5O2,4FdDIaLDSnaQuge9y28Ng-y0XiV1
AminoAcids/arg/Dipeptide/bare/conf_3313/FHIaims.out,C9H19N5O2,4G26J4bzP9D5DEcH7WTJnfDLZoiO
AminoAcids/arg/Dipeptide/Mg/conf_0355/FHIaims.out,C9H19MgN5O2,4G7RQAvW6JsPARU9MYZyiflZpAj2
AminoAcids/arg/Dipeptide/Mg/conf_0700/FHIaims.out,C9H19MgN5O2,4GHhsgBFtfQvQHIdEMSadi57-TR6
AminoAcids/arg/Dipeptide/bare/conf_3913/FHIaims.out,C9H19N5O2,4GkIW1O1_s3vRaDrFh9PkOZ0C1Pg
AminoAcids/argH/Dipeptide/Ba/conf_0206/FHIaims.out,BaC9H20N5O2,4GoQra3liL5a9cQifjm5vhtfzcT2
AminoAcids/argH/Dipeptide/Ba/conf_0115/FHIaims.out,BaC9H20N5O2,4H2gobYUEgmZsAg5uiXS-ZQOcLRC
AminoAcids/lysH/Dipeptide/Ba/conf_0381/FHIaims.out,BaC9H20N3O2,4HJKf8f1OaJBoDHNOcpKlR6rBpde
AminoAcids/gln/Dipeptide/bare/conf_0270/FHIaims.out,C8H15N3O3,4HoLVaYuulCsDtm9WCEvBmGHPm3p
AminoAcids/hisD/Dipeptide/Ba/conf_0039/FHIaims.out,BaC9H14N4O2,4HpwuhU0Cd_Ws4DJ2WF_jml4f2hW
