Mainfile,Formula,Entry_ID,Upload_ID,Total_energy
AminoAcids/lysH/Dipeptide/Mg/conf_0008/FHIaims.out,C9H20MgN3O2,CicN9kfnPVzL5pZ2iRBTuciHu_Cs,SXdit6b0RtibOeWIk3dulw,-23656.347294675
AminoAcids/arg/Dipeptide/bare/conf_4026/FHIaims.out,C9H19N5O2,Cigwk8relcq0hoAOMPrhg7kCJ72F,NJxp4QcKQRSfKpve6zm8zw,-21189.979779147
AminoAcids/arg/Dipeptide/bare/conf_3737/FHIaims.out,C9H19N5O2,CihwZ0GSfEVuQ8_pw--sTv1_C6c5,EAG8kHiQQIS21GfqFq_YXQ,-21190.077296564
AminoAcids/arg/Dipeptide/Ba/conf_0749/FHIaims.out,BaC9H19N5O2,CipFHO974GQ7dvwOBPefwS-Ahrjy,REHDiBLURByKg3pMFPmq6w,-246327.810893943
AminoAcids/glu/Dipeptide/Ca/conf_0046/FHIaims.out,C8CaH13N2O4,CjBnLttUTEbnsjS-9Yhc0nE6a6Kw,OhCdHFfSTLu8g6CGBISk4w,-38236.369861142
AminoAcids/lys/Dipeptide/Ba/conf_0037/FHIaims.out,BaC9H19N3O2,CjDb_vkIcAI9xkRWKMut2VTA6LYP,OQ7gsl3nS1qCPR-JhXUH0w,-243348.009389255
AminoAcids/argH/Dipeptide/Mg/conf_0427/FHIaims.out,C9H20MgN5O2,CjIsg1TJtEC2QY00Uh5enOx2FpiO,OFQ-rlyqT8KLKaFKMeYXBQ,-26635.762793738
AminoAcids/argH/Dipeptide/Ba/conf_0158/FHIaims.out,BaC9H20N5O2,CjKsUbx7B8opoe1dKRWu2tTOXY45,vZFlWi73QF2OmB6W5PKTfQ,-246335.063872597
AminoAcids/ser/Dipeptide/bare/conf_0061/FHIaims.out,C6H12N2O3,CjMRVbFaFCeBBG0RX4CJjCLDnkah,ZnZLnzQUTbiqfI_XO3s4Aw,-15542.722724786
AminoAcids/argH/Dipeptide/bare/conf_0527/FHIaims.out,C9H20N5O2,CjP4if-yueJzp1VQP-2g_vuRQOZw,MTSFEw9oS1GRiY0LVMgOYw,-21201.603713029
AminoAcids/arg/Dipeptide/Mg/conf_0030/FHIaims.out,C9H19MgN5O2,CjXm55Hgn4CmYl9hxbRX4FQKX7rO,Ci4T-gOUT8GLrEkYVFf-ww,-26634.748386308
AminoAcids/arg/Dipeptide/bare/conf_2606/FHIaims.out,C9H19N5O2,Cj_M3eSZpuonVYMM_B3HbX1kBa_o,_H1mhAjDTQm8tfuJmf_h2g,-21190.248413491
AminoAcids/gluH/Dipeptide/Ca/conf_0078/FHIaims.out,C8CaH14N2O4,Cjer0S5E7Np42Uq5rXtZoRrLarjo,vjLfcI6QQhSW3C5sDfsJXw,-38242.91161761
AminoAcids/lysH/Dipeptide/Mg/conf_0550/FHIaims.out,C9H20MgN3O2,Ck-_Yq2FV079RRgHMTj_nmKunSsX,3mF4CEoTReGHEdeR4sFfnw,-23653.726494471
AminoAcids/gluH/Dipeptide/Ba/conf_0046/FHIaims.out,BaC8H14N2O4,Ck8bTh2BvggAxAuH9P4MsrsvmEXh,vjLfcI6QQhSW3C5sDfsJXw,-244836.184447041
AminoAcids/argH/Dipeptide/bare/conf_0951/FHIaims.out,C9H20N5O2,Ck8ek1VY4WH9HS7mXxnWRyd-bqTf,KyjKBq5sRSKGLrHAYV9z7A,-21200.891663968
AminoAcids/arg/Dipeptide/Mg/conf_0145/FHIaims.out,C9H19MgN5O2,CkiNwZquTjHKV5P2KePih7DexTsJ,Ci4T-gOUT8GLrEkYVFf-ww,-26633.725023401
AminoAcids/asp/Dipeptide/Mg/conf_0004/FHIaims.out,C7H11MgN2O4,CkimV1WLVSfVBcO2jEzkiAAMPeEa,fQocMUCIRBST0UglsvLf4Q,-24064.094232219
AminoAcids/arg/Dipeptide/bare/conf_2894/FHIaims.out,C9H19N5O2,CkonDmgXuPCaGDaayRN82AOMuCp3,E4zeoTItQNmyq6j7HmhnEA,-21190.208441912
AminoAcids/arg/Dipeptide/Ca/conf_0669/FHIaims.out,C9CaH19N5O2,ClK6-pj1XFT1Razvmy3uTbrrhXY_,_H1mhAjDTQm8tfuJmf_h2g,-39735.317852984
AminoAcids/hisD/Dipeptide/Ca/conf_0068/FHIaims.out,C9CaH14N4O2,ClLA7pw6cBTYgaPzxkY-HpKSaiHL,fQocMUCIRBST0UglsvLf4Q,-38163.200357631
AminoAcids/glu/Dipeptide/bare/conf_0071/FHIaims.out,C8H13N2O4,ClRe55xYprJ49KplUMqurfuBivp0,OhCdHFfSTLu8g6CGBISk4w,-19683.436954292
AminoAcids/arg/Dipeptide/bare/conf_3136/FHIaims.out,C9H19N5O2,Clcv6KU8s_v1R1A7hy0csaZq4BzN,mhwYHeUYTeqHRPiUb8FpOA,-21190.176027735
AminoAcids/argH/Dipeptide/bare/conf_0013/FHIaims.out,C9H20N5O2,CllKURSynUTl3C3Bl22rJQ7LQ8SP,UrciuZtJRO6H8ip_Th-d2A,-21202.10757343
AminoAcids/arg/Dipeptide/Ca/conf_0110/FHIaims.out,C9CaH19N5O2,CmF5PpmufFufMRDR1k-ynEyXxk_J,REHDiBLURByKg3pMFPmq6w,-39737.180735327
AminoAcids/argH/Dipeptide/Ca/conf_0091/FHIaims.out,C9CaH20N5O2,CmVhMoriZ65oYqlREGBF43QaOXWX,vZFlWi73QF2OmB6W5PKTfQ,-39742.080983606
AminoAcids/ile/Dipeptide/Ba/conf_0047/FHIaims.out,BaC9H18N2O2,CmajZGfdyWYaFa9UGQRhBUzRxLvw,NIDpEFBaRuiPEiQKAUxB7g,-241840.213435053
AminoAcids/arg/Dipeptide/bare/conf_1890/FHIaims.out,C9H19N5O2,CmlbSDSCboExzvkIjVbx1dI5kShU,mhwYHeUYTeqHRPiUb8FpOA,-21190.353344892
AminoAcids/arg/Dipeptide/Ca/conf_0514/FHIaims.out,C9CaH19N5O2,CmrxsZOahtUSgLFZ_CzTZ0rdMk3a,_H1mhAjDTQm8tfuJmf_h2g,-39735.906555014
AminoAcids/arg/Dipeptide/bare/conf_3015/FHIaims.out,C9H19N5O2,Cmy5MAQOlIbuptaRi5DKH8ZOz0ya,mxY3oud0ROmuulnue0PLuw,-21190.190031506
AminoAcids/arg/Dipeptide/bare/conf_2708/FHIaims.out,C9H19N5O2,CnALk8xN56GIP265aGgFipSPG0w6,EEWy-WmxSgChQtawzu5RnQ,-21190.234579957
AminoAcids/lys/Dipeptide/Ca/conf_0176/FHIaims.out,C9CaH19N3O2,CnV-M_RJiSbsSSjkzpOg6ZjJ3weY,_SaxkTgYTteNpAnragzG6A,-36754.361994012
AminoAcids/met/Dipeptide/Ca/conf_0125/FHIaims.out,C8CaH16N2O2S,Cnje5QY-03YoLNoM85Y7Ipj22eql,oHhmKWH2RHyyq7I2_Zdtkg,-45056.360578954
AminoAcids/arg/Dipeptide/bare/conf_0750/FHIaims.out,C9H19N5O2,Cnmljs0XvHF9U9RABhQdOEvah8PW,EEWy-WmxSgChQtawzu5RnQ,-21190.525090163
AminoAcids/lys/Dipeptide/Ca/conf_0020/FHIaims.out,C9CaH19N3O2,Cnv0Trt_xvmxnBNdQyYrNvjnccZa,_SaxkTgYTteNpAnragzG6A,-36755.537179246
AminoAcids/arg/Dipeptide/bare/conf_2045/FHIaims.out,C9H19N5O2,CnvluB0DwN2bM-b6QHslYvzeRdW7,mhwYHeUYTeqHRPiUb8FpOA,-21190.33118474
AminoAcids/arg/Dipeptide/bare/conf_1152/FHIaims.out,C9H19N5O2,CnyQesAilYmDLi7Ut_EoqAbm-2QK,N-T_ymXOSk-DXMIjvGyFrQ,-21190.465177878
AminoAcids/arg/Dipeptide/bare/conf_0057/FHIaims.out,C9H19N5O2,CoCCDlGQ8moE_9_IY6F9LhniMzn_,E4zeoTItQNmyq6j7HmhnEA,-21190.784011516
AminoAcids/arg/Dipeptide/Ca/conf_0146/FHIaims.out,C9CaH19N5O2,CoPo8vkGb5ifq3437NXR6T4cyr5c,REHDiBLURByKg3pMFPmq6w,-39736.91567356
AminoAcids/arg/Dipeptide/bare/conf_2320/FHIaims.out,C9H19N5O2,CoXo6L6K7LIBYHrjfMKwTM4EIAnD,NJxp4QcKQRSfKpve6zm8zw,-21190.288546544
AminoAcids/ser/Dipeptide/Ca/conf_0027/FHIaims.out,C6CaH12N2O3,CopiOBHdnTX1ljxXE7pbFfqkL4dm,OFQ-rlyqT8KLKaFKMeYXBQ,-34086.424775409
AminoAcids/arg/Dipeptide/bare/conf_3452/FHIaims.out,C9H19N5O2,Cov5r7CcsP93oFiLvqdY5Vv1dQv8,mxY3oud0ROmuulnue0PLuw,-21190.131881518
AminoAcids/gluH/Dipeptide/Ba/conf_0044/FHIaims.out,BaC8H14N2O4,CpBtyjC9q_Pq80h1q5irqx9hGi1F,vjLfcI6QQhSW3C5sDfsJXw,-244836.188163248
AminoAcids/lysH/Dipeptide/bare/conf_0767/FHIaims.out,C9H20N3O2,CpXz46l9qF5Zzq5FdONAdkxTFY2J,SXdit6b0RtibOeWIk3dulw,-18219.079559545
AminoAcids/arg/Dipeptide/bare/conf_2073/FHIaims.out,C9H19N5O2,CplfAd9K-u-5GIxh0kVBK6DdnwgM,N-T_ymXOSk-DXMIjvGyFrQ,-21190.327831849
AminoAcids/gly/Dipeptide/Mg/conf_0005/FHIaims.out,C5H10MgN2O2,CpntXa1_s_57Er8w2RFqnkVLWqxk,OhCdHFfSTLu8g6CGBISk4w,-17865.932546108
AminoAcids/aspH/Dipeptide/bare/conf_0012/FHIaims.out,C7H12N2O4,Cpzhbv7MNFL6kyhJrEyFqJE68utr,PCxqtGsNRZugsCeb7VMUfQ,-18629.02215311
AminoAcids/arg/Dipeptide/Ba/conf_0738/FHIaims.out,BaC9H19N5O2,Cq2N_klhpkPhNX4bBz__zy8XQGJ6,REHDiBLURByKg3pMFPmq6w,-246327.867227539
AminoAcids/hisD/Dipeptide/Ba/conf_0142/FHIaims.out,BaC9H14N4O2,Cq5WFTttTnXJhThqSSFAtA2xi4IU,fQocMUCIRBST0UglsvLf4Q,-244756.071067323
AminoAcids/lys/Dipeptide/Ca/conf_0433/FHIaims.out,C9CaH19N3O2,CqDrPNwvD4crzxCetRuf5spHnT4U,OQ7gsl3nS1qCPR-JhXUH0w,-36752.534597005
AminoAcids/argH/Dipeptide/bare/conf_0530/FHIaims.out,C9H20N5O2,CqRx3TnqItv-XQBKLsRSMydVFT0E,KyjKBq5sRSKGLrHAYV9z7A,-21201.598431148
AminoAcids/gln/Dipeptide/bare/conf_0096/FHIaims.out,C8H15N3O3,CqXWbiX3EICJrUYq9TGc_2ezWeUo,Hv7DRUq5RZid9ml1-IqMUw,-19156.574127769
AminoAcids/arg/Dipeptide/Mg/conf_0730/FHIaims.out,C9H19MgN5O2,CqdujvKnY88wivIp4TCalrOzlqCL,Ci4T-gOUT8GLrEkYVFf-ww,-26631.086218268
AminoAcids/gly/Dipeptide/Mg/conf_0027/FHIaims.out,C5H10MgN2O2,CrA09RC1j7xS-bD4B8r4voHrodiF,OhCdHFfSTLu8g6CGBISk4w,-17864.448985814
AminoAcids/lysH/Dipeptide/Mg/conf_0141/FHIaims.out,C9H20MgN3O2,CrBGHCEtJT3PPjZZFYiNaKoKQpWg,nVHYZ1cxQwCENj8aAaJ2gg,-23656.017171543
AminoAcids/lysH/Dipeptide/Ca/conf_0008/FHIaims.out,C9CaH20N3O2,CrNqzDPE-aH_IfldINO3-Tdhcnmt,rHuhjknGTUiAfoVvbZzuuA,-36760.151162223
AminoAcids/arg/Dipeptide/bare/conf_0038/FHIaims.out,C9H19N5O2,CrRm8qQ-FYLrZ7FAKU2svWXyPE7v,FBrvLmB_QcO217mfeKmfzA,-21190.823603173
AminoAcids/lys/Dipeptide/Ca/conf_0428/FHIaims.out,C9CaH19N3O2,CrWlFOUscFFULO35AcU3rac735zA,_SaxkTgYTteNpAnragzG6A,-36752.596098327
AminoAcids/glu/Dipeptide/Mg/conf_0011/FHIaims.out,C8H13MgN2O4,CrZZm3VteLl1mGPwA8FQWHHQQStB,OhCdHFfSTLu8g6CGBISk4w,-25133.726004151
AminoAcids/lys/Dipeptide/Mg/conf_0434/FHIaims.out,C9H19MgN3O2,Cru9ymjA5lOXGdKiYaeykuszdWYD,owe7V8dOR16_uEkisTxo2Q,-23648.762858168
AminoAcids/hisH/Dipeptide/Mg/conf_0030/FHIaims.out,C9H15MgN4O2,CsBwb_EUeqxcblTEKOVxxosJKwZX,vZFlWi73QF2OmB6W5PKTfQ,-25063.880678429
AminoAcids/arg/Dipeptide/Mg/conf_0729/FHIaims.out,C9H19MgN5O2,CsGsdI4TV2mx2V8huYKzEgTIhlee,Ci4T-gOUT8GLrEkYVFf-ww,-26631.121503169
AminoAcids/argH/Dipeptide/Ca/conf_0260/FHIaims.out,C9CaH20N5O2,CsOsCm3agxtNzoU0sj-rzyhBB8_C,KChpT9gKRJKwo1_z8VjZ8Q,-39741.379672003
AminoAcids/glu/Dipeptide/Ca/conf_0028/FHIaims.out,C8CaH13N2O4,CsOz3iAo4cu3KVNFZJF_jwaZo-eM,OhCdHFfSTLu8g6CGBISk4w,-38236.532230336
AminoAcids/argH/Dipeptide/Mg/conf_0154/FHIaims.out,C9H20MgN5O2,CskouIrUveioDz6dxa8uGdQwE-dT,EfDcCKv9S--qBwJjNlNiSA,-26637.962582426
AminoAcids/arg/Dipeptide/bare/conf_3695/FHIaims.out,C9H19N5O2,Ct9t3z5iRezvYHwitEMAfHDu0c7J,N-T_ymXOSk-DXMIjvGyFrQ,-21190.089319708
AminoAcids/argH/Dipeptide/bare/conf_0418/FHIaims.out,C9H20N5O2,CtA-TZRx5nQP0a4DrBhG-nYJL1ss,MTSFEw9oS1GRiY0LVMgOYw,-21201.700664452
AminoAcids/lys/Dipeptide/Mg/conf_0424/FHIaims.out,C9H19MgN3O2,CtGedE_pfWJvfbccI8rta9jlk5tX,owe7V8dOR16_uEkisTxo2Q,-23648.804441961
AminoAcids/lys/Dipeptide/bare/conf_0001/FHIaims.out,C9H19N3O2,CtJoISQfOBp59oN8JD9t0bP2uqlq,cXFjyFUCQIO5UmKBPwPsRA,-18209.791650283
AminoAcids/arg/Dipeptide/bare/conf_0849/FHIaims.out,C9H19N5O2,CtLSfGpz_IFogpSOB7GdDtmwPIk3,EAG8kHiQQIS21GfqFq_YXQ,-21190.510586679
AminoAcids/arg/Dipeptide/Ba/conf_0590/FHIaims.out,BaC9H19N5O2,CtdueUJliyPBS9HXEicm5BM4wrxr,REHDiBLURByKg3pMFPmq6w,-246328.477096877
AminoAcids/lys/Dipeptide/Ca/conf_0013/FHIaims.out,C9CaH19N3O2,CtuK655DeBW8AJTGU7iu3M8eFjRL,_SaxkTgYTteNpAnragzG6A,-36755.60839266
AminoAcids/arg/Dipeptide/Ba/conf_0613/FHIaims.out,BaC9H19N5O2,CuF0AoRZwOm38_F_PERqmGhRSaiC,REHDiBLURByKg3pMFPmq6w,-246328.393479841
AminoAcids/arg/Dipeptide/bare/conf_2425/FHIaims.out,C9H19N5O2,CuGu08AYeXrmQ9UPQ7Ld6OMYEDmr,FBrvLmB_QcO217mfeKmfzA,-21190.274822731
AminoAcids/ile/Dipeptide/bare/conf_0093/FHIaims.out,C9H18N2O2,CuaeScrPgbvuWEM26swUkDfybsE5,OQ7gsl3nS1qCPR-JhXUH0w,-16702.706711679
AminoAcids/argH/Dipeptide/Mg/conf_0155/FHIaims.out,C9H20MgN5O2,Cuk16sjK7sq04f-UfknVJGBXQljh,OFQ-rlyqT8KLKaFKMeYXBQ,-26637.957157089
AminoAcids/ser/Dipeptide/bare/conf_0089/FHIaims.out,C6H12N2O3,CvDgL9Tgt43MEoJrjp73g4Ts1F-3,OFQ-rlyqT8KLKaFKMeYXBQ,-15542.623586142
AminoAcids/arg/Dipeptide/Mg/conf_0129/FHIaims.out,C9H19MgN5O2,CvJqvfMmqmTlt2PXr882jXe5bMpt,NIDpEFBaRuiPEiQKAUxB7g,-26634.00900257
AminoAcids/argH/Dipeptide/Ba/conf_0013/FHIaims.out,BaC9H20N5O2,CvKGFvtjU2a_DyGzRcMfZbDS9Bw1,vZFlWi73QF2OmB6W5PKTfQ,-246335.332515467
AminoAcids/asn/Dipeptide/Ba/conf_0014/FHIaims.out,BaC7H13N3O3,CvbZRMcBLW1GMJiVcmLPyIMa13jt,OFQ-rlyqT8KLKaFKMeYXBQ,-243225.191307503
AminoAcids/lys/Dipeptide/bare/conf_1292/FHIaims.out,C9H19N3O2,CvqOq3f1GfF11D19dJ8jPGAjtZnE,Anra7l_EQhC9f_PDkA4JdQ,-18209.199009046
AminoAcids/argH/Dipeptide/Ba/conf_0203/FHIaims.out,BaC9H20N5O2,Cvsw-HP_7qqdh8z-GeMqWOTv4Njn,vZFlWi73QF2OmB6W5PKTfQ,-246334.911769525
AminoAcids/arg/Dipeptide/bare/conf_0058/FHIaims.out,C9H19N5O2,Cw2ugzx6YNp-qkmi5BlDXfWstlF1,kPLqJx0rQOePWx7CIOW6LQ,-21190.779489836
AminoAcids/cys/Dipeptide/Mg/conf_0018/FHIaims.out,C6H12MgN2O2S,Cw77ci4jszpcrV6T1aIwFUBdme1A,vjLfcI6QQhSW3C5sDfsJXw,-29814.042893396
AminoAcids/arg/Dipeptide/bare/conf_3362/FHIaims.out,C9H19N5O2,CwCzvm1LBxGuPgoOk-1erqPfT4s4,N-T_ymXOSk-DXMIjvGyFrQ,-21190.146056058
AminoAcids/leu/Dipeptide/Ba/conf_0079/FHIaims.out,BaC9H18N2O2,CwEohImA02rETmpQuTRb8HPURfVE,PCxqtGsNRZugsCeb7VMUfQ,-241839.526001313
AminoAcids/lys/Dipeptide/bare/conf_0357/FHIaims.out,C9H19N3O2,CwXx1xqgLZALn6_mvcFyc0e2n_Wp,cXFjyFUCQIO5UmKBPwPsRA,-18209.487889311
AminoAcids/argH/Dipeptide/Ca/conf_0559/FHIaims.out,C9CaH20N5O2,CwjuxQxiUja-ZD3AR1_nst94gCUg,KChpT9gKRJKwo1_z8VjZ8Q,-39740.026991397
AminoAcids/ile/Dipeptide/Ca/conf_0003/FHIaims.out,C9CaH18N2O2,CwpYmCdJd3rjG1Yu-zB4rSIt6R6C,NIDpEFBaRuiPEiQKAUxB7g,-35247.905353847
AminoAcids/glu/Dipeptide/bare/conf_0055/FHIaims.out,C8H13N2O4,Cx0LXiLKWyylQ2Hg2MkQh0PBd-SC,OhCdHFfSTLu8g6CGBISk4w,-19683.64853588
AminoAcids/arg/Dipeptide/Mg/conf_0144/FHIaims.out,C9H19MgN5O2,Cx1-SRk-1i12o469nNVvuefHcci-,Ci4T-gOUT8GLrEkYVFf-ww,-26633.725297514
AminoAcids/lys/Dipeptide/Mg/conf_0417/FHIaims.out,C9H19MgN3O2,CxJdEswrcQUy1ZsFXUR5ir5vyRTA,cXFjyFUCQIO5UmKBPwPsRA,-23648.831649424
AminoAcids/hisD/Dipeptide/Ca/conf_0092/FHIaims.out,C9CaH14N4O2,CxQE8DzqePuPAXjUDtsPHuXYD1ZA,fQocMUCIRBST0UglsvLf4Q,-38163.17270806
AminoAcids/arg/Dipeptide/bare/conf_0802/FHIaims.out,C9H19N5O2,CxXg68fEsnK6HKXf4R5M-q7c0dnm,FBrvLmB_QcO217mfeKmfzA,-21190.517810311
AminoAcids/lys/Dipeptide/bare/conf_1277/FHIaims.out,C9H19N3O2,Cxv-EFUV3pBrAzc-3vKTemXmxiGn,cXFjyFUCQIO5UmKBPwPsRA,-18209.202342915
AminoAcids/hisE/Dipeptide/bare/conf_0107/FHIaims.out,C9H14N4O2,Cyu7noWVjyM8LcIJnUJ6Su_POw33,fQocMUCIRBST0UglsvLf4Q,-19618.208132803
AminoAcids/hisD/Dipeptide/Ca/conf_0192/FHIaims.out,C9CaH14N4O2,CyzEOLUrGGW8Pz5QM5NFAdzQqVlM,oHhmKWH2RHyyq7I2_Zdtkg,-38162.507094
AminoAcids/arg/Dipeptide/bare/conf_0385/FHIaims.out,C9H19N5O2,Cz0EhVR56VDfq4ABNf9P-MlJkkHP,ib-p-3RjTOSE8UDQg-J7fQ,-21190.597903363
AminoAcids/arg/Dipeptide/bare/conf_3011/FHIaims.out,C9H19N5O2,Cz2Pxemv6CtwASZ8RO-Fpr7HGpKr,mxY3oud0ROmuulnue0PLuw,-21190.190560494
AminoAcids/lysH/Dipeptide/Ba/conf_0413/FHIaims.out,BaC9H20N3O2,Cz7O0s4W9-DTi10RSPPQGmj6AySZ,ZnZLnzQUTbiqfI_XO3s4Aw,-243351.903404597
AminoAcids/arg/Dipeptide/Mg/conf_0341/FHIaims.out,C9H19MgN5O2,Cz_N0r1K5rEnkaoQuT7exXXa3BBg,Ci4T-gOUT8GLrEkYVFf-ww,-26633.003626458
AminoAcids/argH/Dipeptide/Mg/conf_0079/FHIaims.out,C9H20MgN5O2,CzgWA-d3zCo02EPnO_oukpPmimaw,EfDcCKv9S--qBwJjNlNiSA,-26638.175698647
AminoAcids/lys/Dipeptide/bare/conf_1775/FHIaims.out,C9H19N3O2,CzuuOlBGON6rHEPkTNAj9gT6D2wh,dBbtvHpNTzm_CttIHCX4hg,-18209.085179678
AminoAcids/gluH/Dipeptide/bare/conf_0444/FHIaims.out,C8H14N2O4,D-CJfj6WfgRfX2NcPrsa2hTLQ5c0,Qj3IkTjuSVmTqd3g3BoW_Q,-19697.957616586
AminoAcids/argH/Dipeptide/Ba/conf_0513/FHIaims.out,BaC9H20N5O2,D-KKqq2xbAabYYZkK_0BnMsczyZv,vZFlWi73QF2OmB6W5PKTfQ,-246333.777792965
AminoAcids/lys/Dipeptide/Ba/conf_0237/FHIaims.out,BaC9H19N3O2,D-oYNUQJGo32ACUnhpX3r3PGsxje,OQ7gsl3nS1qCPR-JhXUH0w,-243347.121849246
AminoAcids/met/Dipeptide/bare/conf_0039/FHIaims.out,C8H16N2O2S,D0BkqZBvdnP4EjR7Zu5i1NVrGJ05,qbfZrpOiRGqYZFuR4ufJIA,-26512.150052241
AminoAcids/lys/Dipeptide/Mg/conf_0218/FHIaims.out,C9H19MgN3O2,D0E7h7FTqzeM3Z63gnEvxUxw306I,owe7V8dOR16_uEkisTxo2Q,-23650.569591972
AminoAcids/arg/Dipeptide/Ca/conf_0482/FHIaims.out,C9CaH19N5O2,D0d10N-sgP27L_ZRpvt9oWKuaxAJ,_H1mhAjDTQm8tfuJmf_h2g,-39736.030043802
AminoAcids/argH/Dipeptide/Ba/conf_0205/FHIaims.out,BaC9H20N5O2,D0srYLulhq3wM1uzSCoK9gaucU9r,vZFlWi73QF2OmB6W5PKTfQ,-246334.9614172
AminoAcids/argH/Dipeptide/Mg/conf_0058/FHIaims.out,C9H20MgN5O2,D1FLov29lZ93ab1X3pDy72asiyX_,OFQ-rlyqT8KLKaFKMeYXBQ,-26638.214776767
AminoAcids/argH/Dipeptide/bare/conf_0150/FHIaims.out,C9H20N5O2,D1N-3Xrrap3hyA_fvGy4dO_qL7rd,KyjKBq5sRSKGLrHAYV9z7A,-21201.962902206
AminoAcids/arg/Dipeptide/bare/conf_1579/FHIaims.out,C9H19N5O2,D1Xudrn6lcPmW6dNwYYc8oXfmHmn,ib-p-3RjTOSE8UDQg-J7fQ,-21190.404016696
AminoAcids/lys/Dipeptide/Ba/conf_0072/FHIaims.out,BaC9H19N3O2,D1iyujgUmAtb0u06z2AvrG0IjZDX,OQ7gsl3nS1qCPR-JhXUH0w,-243347.701791414
AminoAcids/lysH/Dipeptide/bare/conf_0015/FHIaims.out,C9H20N3O2,D1lzdQyEULgDFo7IgYmUqgyeULkI,hieWgxOUQQyUBPwkm6gXXA,-18220.431927629
AminoAcids/lys/Dipeptide/Ba/conf_0196/FHIaims.out,BaC9H19N3O2,D2-m5kw0uJEjnJHb5RpT2N04Hw1F,OQ7gsl3nS1qCPR-JhXUH0w,-243347.247771909
AminoAcids/arg/Dipeptide/Ba/conf_0154/FHIaims.out,BaC9H19N5O2,D273NXBhU1IQIueFAGPQZ_YKI77Y,REHDiBLURByKg3pMFPmq6w,-246329.484806943
AminoAcids/argH/Dipeptide/bare/conf_0116/FHIaims.out,C9H20N5O2,D2LPz2y2XmiTTrDfzMS4XI9ZCfwz,KyjKBq5sRSKGLrHAYV9z7A,-21201.986439674
AminoAcids/lys/Dipeptide/Ca/conf_0449/FHIaims.out,C9CaH19N3O2,D2Uy8wdv-SYMMsgTmiZeS-fNyJIu,_SaxkTgYTteNpAnragzG6A,-36752.444042844
AminoAcids/arg/Dipeptide/Mg/conf_0073/FHIaims.out,C9H19MgN5O2,D2mCZEN57rnJFwtdf08fgdAJHCBi,Ci4T-gOUT8GLrEkYVFf-ww,-26634.437821258
AminoAcids/lys/Dipeptide/bare/conf_1828/FHIaims.out,C9H19N3O2,D2mzUJylGAVhJVVwJdtXP57s2aP4,Anra7l_EQhC9f_PDkA4JdQ,-18209.070092048
AminoAcids/phe/Dipeptide/Ba/conf_0003/FHIaims.out,BaC12H16N2O2,D32Bk3QCkvByyGuPvkPBRo04yopw,owe7V8dOR16_uEkisTxo2Q,-244918.76272222
AminoAcids/argH/Dipeptide/Ca/conf_0345/FHIaims.out,C9CaH20N5O2,D49I2ucdRhEibo2q5ODPHD8hRbiV,KChpT9gKRJKwo1_z8VjZ8Q,-39740.663204251
AminoAcids/gluH/Dipeptide/bare/conf_0253/FHIaims.out,C8H14N2O4,D4M0CQr6LLz8_FcW60nBv5OArXMm,Qj3IkTjuSVmTqd3g3BoW_Q,-19698.146504195
AminoAcids/met/Dipeptide/bare/conf_0016/FHIaims.out,C8H16N2O2S,D4mojG_1xhNNkAcHSMYyotRiN8bp,qbfZrpOiRGqYZFuR4ufJIA,-26512.201542272
AminoAcids/arg/Dipeptide/Ca/conf_0178/FHIaims.out,C9CaH19N5O2,D4r7ocPOHsBwFniYcwiEt6IkrPlp,REHDiBLURByKg3pMFPmq6w,-39736.796813393
AminoAcids/leu/Dipeptide/Ba/conf_0031/FHIaims.out,BaC9H18N2O2,D5FW9cSG0_UuMBmk-NUZ4XN5qh4B,PCxqtGsNRZugsCeb7VMUfQ,-241840.651871516
AminoAcids/arg/Dipeptide/bare/conf_3760/FHIaims.out,C9H19N5O2,D5PQfbnpVrOkShiQNf6xzgi_6WNN,FBrvLmB_QcO217mfeKmfzA,-21190.070379023
AminoAcids/arg/Dipeptide/bare/conf_1602/FHIaims.out,C9H19N5O2,D5XnZzhXdM33YIewL1ImSz_ockXH,EEWy-WmxSgChQtawzu5RnQ,-21190.400572243
AminoAcids/lysH/Dipeptide/Ca/conf_0171/FHIaims.out,C9CaH20N3O2,D5urz1P6Hxx6QkUxsJDg6AxXLJZF,rHuhjknGTUiAfoVvbZzuuA,-36759.169450294
AminoAcids/aspH/Dipeptide/bare/conf_0147/FHIaims.out,C7H12N2O4,D6Drmne8PtMhg4JjpFrN_RMfev6l,PCxqtGsNRZugsCeb7VMUfQ,-18628.581187957
AminoAcids/arg/Dipeptide/bare/conf_2887/FHIaims.out,C9H19N5O2,D6SjWGZZWDJ_o4TsKu5JKxxemwkM,ib-p-3RjTOSE8UDQg-J7fQ,-21190.209490672
AminoAcids/hisD/Dipeptide/Mg/conf_0012/FHIaims.out,C9H14MgN4O2,D6kRkgV0ZQSeICEK3bdpGYR1rhbx,oHhmKWH2RHyyq7I2_Zdtkg,-25059.543128526
AminoAcids/met/Dipeptide/bare/conf_0007/FHIaims.out,C8H16N2O2S,D6lu92bRtiUyGYL-XBMD3dDK4o0d,qbfZrpOiRGqYZFuR4ufJIA,-26512.262862098
AminoAcids/met/Dipeptide/Ba/conf_0058/FHIaims.out,BaC8H16N2O2S,D6px57U9YPGg2OUbUaTlogWf_I0i,oHhmKWH2RHyyq7I2_Zdtkg,-251649.733526738
