Mainfile,Formula,Entry_ID,Upload_ID,Total_energy
AminoAcids/met/Dipeptide/Ca/conf_0149/FHIaims.out,C8CaH16N2O2S,-3fTHYxRY2dlIwNgNZCcZw8ty_yt,oHhmKWH2RHyyq7I2_Zdtkg,-45056.096593119
AminoAcids/arg/Dipeptide/bare/conf_1189/FHIaims.out,C9H19N5O2,-3k4YFYzXyQC87jQx83YkXEkWyuU,NJxp4QcKQRSfKpve6zm8zw,-21190.45871794
AminoAcids/lys/Dipeptide/bare/conf_1619/FHIaims.out,C9H19N3O2,-3p79vcgrMknR3TSgrBb_wExiAFF,Anra7l_EQhC9f_PDkA4JdQ,-18209.119926381
AminoAcids/hisE/Dipeptide/bare/conf_0001/FHIaims.out,C9H14N4O2,-3s1-P8eJmVaKMXTnXk5vyv9P6KP,fQocMUCIRBST0UglsvLf4Q,-19618.787236618
AminoAcids/asn/Dipeptide/Mg/conf_0021/FHIaims.out,C7H13MgN3O3,-45-OarnwNGTg0eSo02WjxhzJx6i,OFQ-rlyqT8KLKaFKMeYXBQ,-23528.495976115
AminoAcids/lysH/Dipeptide/Mg/conf_0566/FHIaims.out,C9H20MgN3O2,-4BBjc80jB0_V7fQdckd3SocBcnz,SXdit6b0RtibOeWIk3dulw,-23653.694793432
AminoAcids/arg/Dipeptide/bare/conf_2273/FHIaims.out,C9H19N5O2,-4JnVGM9VDX2rv_TLFCObG0HnHEG,EEWy-WmxSgChQtawzu5RnQ,-21190.294802105
AminoAcids/gluH/Dipeptide/bare/conf_0296/FHIaims.out,C8H14N2O4,-4JytX4tDu5wVVoPUQfyof1h5Lu1,Qj3IkTjuSVmTqd3g3BoW_Q,-19698.097423922
AminoAcids/argH/Dipeptide/Ba/conf_0374/FHIaims.out,BaC9H20N5O2,-4Qu4H69L-zW09yaZmGwZ2M7JVWY,vZFlWi73QF2OmB6W5PKTfQ,-246334.097306789
AminoAcids/arg/Dipeptide/Mg/conf_0347/FHIaims.out,C9H19MgN5O2,-4i_uAzGFK-_TPrKHQqkVoRD6648,NIDpEFBaRuiPEiQKAUxB7g,-26632.984162818
AminoAcids/aspH/Dipeptide/Ca/conf_0063/FHIaims.out,C7CaH12N2O4,-4sozwtaCAHn52BmYCc1Z_CZDsW3,PCxqtGsNRZugsCeb7VMUfQ,-37172.563365422
AminoAcids/argH/Dipeptide/Mg/conf_0490/FHIaims.out,C9H20MgN5O2,-4xqsd0TYanxIZUOj316CGAJSMkW,EfDcCKv9S--qBwJjNlNiSA,-26635.498180191
AminoAcids/argH/Dipeptide/Mg/conf_0192/FHIaims.out,C9H20MgN5O2,-5WG1LLzvQ2Y70IFukg0Lw__j-7H,OFQ-rlyqT8KLKaFKMeYXBQ,-26637.486725772
AminoAcids/arg/Dipeptide/bare/conf_3901/FHIaims.out,C9H19N5O2,-5dojZlySWRFqHWahhhTDOiMJJQK,mxY3oud0ROmuulnue0PLuw,-21190.033008421
AminoAcids/arg/Dipeptide/bare/conf_2972/FHIaims.out,C9H19N5O2,-5nZGlsrLfvBfndODb6K9TURfeqF,EAG8kHiQQIS21GfqFq_YXQ,-21190.194859096
AminoAcids/aspH/Dipeptide/bare/conf_0133/FHIaims.out,C7H12N2O4,-6JwBIXU91ytivrWY_M1EJwFlp9S,PCxqtGsNRZugsCeb7VMUfQ,-18628.613391031
AminoAcids/gluH/Dipeptide/bare/conf_0323/FHIaims.out,C8H14N2O4,-6dNoLTa2P0m4COXtIUNlhOXk9ss,Qj3IkTjuSVmTqd3g3BoW_Q,-19698.073654031
AminoAcids/hisH/Dipeptide/Ca/conf_0066/FHIaims.out,C9CaH15N4O2,-7EfUE-oNhegSbExRcxl3cpsypQE,vZFlWi73QF2OmB6W5PKTfQ,-38167.687245957
AminoAcids/argH/Dipeptide/bare/conf_0184/FHIaims.out,C9H20N5O2,-7lAi3LJjY51XdNicJ4h77khmyuf,MTSFEw9oS1GRiY0LVMgOYw,-21201.913406849
AminoAcids/gluH/Dipeptide/bare/conf_0276/FHIaims.out,C8H14N2O4,-7mCzULItH8XsvOcs4kYonwGyd91,Qj3IkTjuSVmTqd3g3BoW_Q,-19698.114743944
AminoAcids/arg/Dipeptide/Ca/conf_0549/FHIaims.out,C9CaH19N5O2,-7skzBIu3V30vVIIn92R5sS3Ni-c,REHDiBLURByKg3pMFPmq6w,-39735.766753185
AminoAcids/asp/Dipeptide/Ca/conf_0046/FHIaims.out,C7CaH11N2O4,-7tpa607bsyZi7ocsUVlfSH8s6gj,ubs_VOEtQtKBchpdUK7Azw,-37166.177066359
AminoAcids/phe/Dipeptide/bare/conf_0045/FHIaims.out,C12H16N2O2,-7y77OW8gqOzANZw6kVMU-4W8KQ2,_I3aphGuSPSicApthbSLkQ,-19780.500879038
AminoAcids/tyr/Dipeptide/Mg/conf_0052/FHIaims.out,C12H16MgN2O3,-87LPuJU-UlEYfadQA0bKlx49t5Z,vjLfcI6QQhSW3C5sDfsJXw,-27270.317127017
AminoAcids/argH/Dipeptide/Ca/conf_0504/FHIaims.out,C9CaH20N5O2,-89Q-VN6b6OK_c02oGzW5vqO2EY0,vZFlWi73QF2OmB6W5PKTfQ,-39740.272611554
AminoAcids/lysH/Dipeptide/Mg/conf_0564/FHIaims.out,C9H20MgN3O2,-8JX7c4nlcnihMgf-foSp0AXzF-h,SXdit6b0RtibOeWIk3dulw,-23653.700199205
AminoAcids/met/Dipeptide/Ca/conf_0117/FHIaims.out,C8CaH16N2O2S,-8RYFwk-_-0DyACL9Wl4cRqm2Ktf,oHhmKWH2RHyyq7I2_Zdtkg,-45056.441981697
AminoAcids/argH/Dipeptide/bare/conf_0015/FHIaims.out,C9H20N5O2,-8hus6-Jah-ZpegpNgmx6jPgiwGI,MTSFEw9oS1GRiY0LVMgOYw,-21202.107418013
AminoAcids/argH/Dipeptide/Ba/conf_0237/FHIaims.out,BaC9H20N5O2,-8kSs5noJTZmkLwKo98Ju9M7vo4V,vZFlWi73QF2OmB6W5PKTfQ,-246334.664371608
AminoAcids/hisD/Dipeptide/bare/conf_0012/FHIaims.out,C9H14N4O2,-8sLGMU4pDAr9NL0kyB-CvYraIjd,oHhmKWH2RHyyq7I2_Zdtkg,-19618.586826299
AminoAcids/arg/Dipeptide/Ca/conf_0843/FHIaims.out,C9CaH19N5O2,-8w57pKq84UdprZbnJgT5n5dTMRz,REHDiBLURByKg3pMFPmq6w,-39733.704494693
AminoAcids/arg/Dipeptide/bare/conf_0998/FHIaims.out,C9H19N5O2,-95o38iDI170LwJ5OTfLoTolDQql,E4zeoTItQNmyq6j7HmhnEA,-21190.48916418
AminoAcids/arg/Dipeptide/bare/conf_1832/FHIaims.out,C9H19N5O2,-9BsSS3nf7YD07T_HuklPEs8AcvG,E4zeoTItQNmyq6j7HmhnEA,-21190.364710457
AminoAcids/hisD/Dipeptide/bare/conf_0073/FHIaims.out,C9H14N4O2,-9GswH_hPbPyMj--5IzmFRr79Uw_,oHhmKWH2RHyyq7I2_Zdtkg,-19618.305609151
AminoAcids/gln/Dipeptide/bare/conf_0165/FHIaims.out,C8H15N3O3,-9HBcWVXEVa920kryUSTIKnrFvSX,Hv7DRUq5RZid9ml1-IqMUw,-19156.44659222
AminoAcids/glu/Dipeptide/Mg/conf_0113/FHIaims.out,C8H13MgN2O4,-9_8xPrXaRBnj6Ub9QqGWP_BHOxE,OhCdHFfSTLu8g6CGBISk4w,-25121.435333181
AminoAcids/hisD/Dipeptide/bare/conf_0124/FHIaims.out,C9H14N4O2,-9_o0CnSZjY8SVGGzie_IUq_RdFg,oHhmKWH2RHyyq7I2_Zdtkg,-19618.072187923
AminoAcids/phe/Dipeptide/bare/conf_0017/FHIaims.out,C12H16N2O2,-9fPGgq3DFWkL57QGSUUYFT6ZuvM,_I3aphGuSPSicApthbSLkQ,-19780.750847145
AminoAcids/arg/Dipeptide/bare/conf_4207/FHIaims.out,C9H19N5O2,-9of-Esi48TDK7DEINKz-uM5FEiD,E4zeoTItQNmyq6j7HmhnEA,-21189.761214129
AminoAcids/argH/Dipeptide/bare/conf_0316/FHIaims.out,C9H20N5O2,-9ovgY5p7mc1ZvofcDj6gSyvDHlu,KyjKBq5sRSKGLrHAYV9z7A,-21201.784829927
AminoAcids/lysH/Dipeptide/bare/conf_0175/FHIaims.out,C9H20N3O2,-9x-Ra0swV7VWMOwr5MtR96JlVCQ,SXdit6b0RtibOeWIk3dulw,-18220.116634647
AminoAcids/lys/Dipeptide/Ca/conf_0089/FHIaims.out,C9CaH19N3O2,-A-PQUYgrFsZ3HJb6yLDjwwgD6VY,_SaxkTgYTteNpAnragzG6A,-36754.754683284
AminoAcids/lys/Dipeptide/Ca/conf_0416/FHIaims.out,C9CaH19N3O2,-AfIJbLxcnfIWYdoeUfmRARCut-t,_SaxkTgYTteNpAnragzG6A,-36752.634489308
AminoAcids/argH/Dipeptide/bare/conf_0371/FHIaims.out,C9H20N5O2,-B93Sef3I4e9TQASJsWeDHKlb7Be,KyjKBq5sRSKGLrHAYV9z7A,-21201.738032341
AminoAcids/argH/Dipeptide/Mg/conf_0332/FHIaims.out,C9H20MgN5O2,-B9m2ot6LNHiwWbN5b7FegGdgwUX,OFQ-rlyqT8KLKaFKMeYXBQ,-26636.017647975
AminoAcids/arg/Dipeptide/bare/conf_0882/FHIaims.out,C9H19N5O2,-BIXazKHt7v8egMtYcNZQEtJsXU8,E4zeoTItQNmyq6j7HmhnEA,-21190.504967836
AminoAcids/hisH/Dipeptide/Ca/conf_0084/FHIaims.out,C9CaH15N4O2,-BK4_qA4nCrK3v82cdlUWVZa9aUO,vZFlWi73QF2OmB6W5PKTfQ,-38167.200307672
AminoAcids/lysH/Dipeptide/Ba/conf_0091/FHIaims.out,BaC9H20N3O2,-BZMN8zWO_fnV0yTU3UbWE3ys7Cj,ZnZLnzQUTbiqfI_XO3s4Aw,-243352.874157365
AminoAcids/lys/Dipeptide/Ba/conf_0255/FHIaims.out,BaC9H19N3O2,-BhagWs7nyhXQNNyf9zq3bi8F4fu,OQ7gsl3nS1qCPR-JhXUH0w,-243346.941970075
AminoAcids/arg/Dipeptide/bare/conf_3233/FHIaims.out,C9H19N5O2,-Bju0LVAuBIx4l7e6ul8mlP1yMMe,N-T_ymXOSk-DXMIjvGyFrQ,-21190.16429606
AminoAcids/lys/Dipeptide/bare/conf_1465/FHIaims.out,C9H19N3O2,-BtMTdgrW3fCHbXb4TPlVeu-ARQA,dBbtvHpNTzm_CttIHCX4hg,-18209.149069297
AminoAcids/lys/Dipeptide/bare/conf_0211/FHIaims.out,C9H19N3O2,-C4Mpp_t8iO-a02tcuVHoMdEk1gp,28mLVcKZRKyl-FhRS3-RGw,-18209.519200424
AminoAcids/arg/Dipeptide/bare/conf_4205/FHIaims.out,C9H19N5O2,-CBsLjf-kPEdO_STiThGcE9-2ISI,EEWy-WmxSgChQtawzu5RnQ,-21189.765057753
AminoAcids/lysH/Dipeptide/Ba/conf_0460/FHIaims.out,BaC9H20N3O2,-CJH-1b_0W9c8DzmTEWjuCT9m9uh,ZnZLnzQUTbiqfI_XO3s4Aw,-243351.804225692
AminoAcids/arg/Dipeptide/Ba/conf_0601/FHIaims.out,BaC9H19N5O2,-CTgIAtrlZJ9mCyCV6HWwQTHh1an,REHDiBLURByKg3pMFPmq6w,-246328.437227878
AminoAcids/lys/Dipeptide/Ca/conf_0426/FHIaims.out,C9CaH19N3O2,-CdokdB2OG9zEGxW-s6RgpnWRnYd,_SaxkTgYTteNpAnragzG6A,-36752.601992707
AminoAcids/lysH/Dipeptide/bare/conf_0836/FHIaims.out,C9H20N3O2,-Co5J62C0aw7smRoTC05tm-1thiq,hieWgxOUQQyUBPwkm6gXXA,-18218.938291913
AminoAcids/arg/Dipeptide/Ba/conf_0799/FHIaims.out,BaC9H19N5O2,-DDu_ENuhQOyXJb05nCqiojghD24,REHDiBLURByKg3pMFPmq6w,-246326.776494912
AminoAcids/argH/Dipeptide/Ba/conf_0511/FHIaims.out,BaC9H20N5O2,-DK0C0SXuMu-n-70nbwYDV2o0fuY,vZFlWi73QF2OmB6W5PKTfQ,-246333.791756852
AminoAcids/argH/Dipeptide/Ba/conf_0127/FHIaims.out,BaC9H20N5O2,-DNwKsIID_jVBkZebzq4luYaB9Cz,vZFlWi73QF2OmB6W5PKTfQ,-246335.067310517
AminoAcids/argH/Dipeptide/bare/conf_0916/FHIaims.out,C9H20N5O2,-DTCMRqm2-1O19p5fyfhh8fDGwUN,UrciuZtJRO6H8ip_Th-d2A,-21201.023897272
AminoAcids/thr/Dipeptide/bare/conf_0029/FHIaims.out,C7H14N2O3,-DXwWQLTZ9Yqrm_KvM8iwxEPhr-T,iQJ1a18hSvKCnu-9OVWV8Q,-16612.397121566
AminoAcids/arg/Dipeptide/Ca/conf_0224/FHIaims.out,C9CaH19N5O2,-Dfs0_Qll_q3_7dAc7y2t_w3qQps,REHDiBLURByKg3pMFPmq6w,-39736.674325923
AminoAcids/gly/Dipeptide/Mg/conf_0015/FHIaims.out,C5H10MgN2O2,-DtnYa2jHGasaaVYDifCgaAZTnM4,OhCdHFfSTLu8g6CGBISk4w,-17865.195569728
AminoAcids/hisD/Dipeptide/Ba/conf_0005/FHIaims.out,BaC9H14N4O2,-DuOO2jWMLnbyuM3IeXwOnCNppan,fQocMUCIRBST0UglsvLf4Q,-244756.972889418
AminoAcids/tyr/Dipeptide/Ba/conf_0008/FHIaims.out,BaC12H16N2O3,-DvrRXi_bs30qwfa1tQg285IUru3,_I3aphGuSPSicApthbSLkQ,-246967.187888338
AminoAcids/arg/Dipeptide/Mg/conf_0147/FHIaims.out,C9H19MgN5O2,-E4smRaBMyE7pdYFxZghZ4xSWnTE,Ci4T-gOUT8GLrEkYVFf-ww,-26633.705083659
AminoAcids/argH/Dipeptide/Ca/conf_0098/FHIaims.out,C9CaH20N5O2,-EU-h9np5QN98BizKl1xb9xY7hbA,vZFlWi73QF2OmB6W5PKTfQ,-39742.07341496
AminoAcids/lys/Dipeptide/bare/conf_0142/FHIaims.out,C9H19N3O2,-EpTOKWKuDZVkMkBQVBGIX26COSb,cXFjyFUCQIO5UmKBPwPsRA,-18209.538235575
AminoAcids/lys/Dipeptide/bare/conf_1581/FHIaims.out,C9H19N3O2,-Eql6X4nJTytHlwWOdbQNURBTaiw,28mLVcKZRKyl-FhRS3-RGw,-18209.127548096
AminoAcids/arg/Dipeptide/bare/conf_2007/FHIaims.out,C9H19N5O2,-F5shkCVfYhy_u4s255VDW8OktSG,E4zeoTItQNmyq6j7HmhnEA,-21190.335807073
AminoAcids/arg/Dipeptide/Ca/conf_0698/FHIaims.out,C9CaH19N5O2,-F6b6tL7dBcY7gCvmF3enGL2kVl9,_H1mhAjDTQm8tfuJmf_h2g,-39735.18941664
AminoAcids/lysH/Dipeptide/bare/conf_0742/FHIaims.out,C9H20N3O2,-F9wL-8G-iWwoN_0qn6rR2pSahiY,hieWgxOUQQyUBPwkm6gXXA,-18219.112334851
AminoAcids/lysH/Dipeptide/Mg/conf_0510/FHIaims.out,C9H20MgN3O2,-FNknFHT4GVMgFqrwkS9hlS47Slm,nVHYZ1cxQwCENj8aAaJ2gg,-23653.803917744
AminoAcids/lys/Dipeptide/bare/conf_0734/FHIaims.out,C9H19N3O2,-FwKU9jKZHJ3_t3D8VW_sjdaoHNO,28mLVcKZRKyl-FhRS3-RGw,-18209.392159611
AminoAcids/arg/Dipeptide/bare/conf_3374/FHIaims.out,C9H19N5O2,-FzMGJ8Dkznnrq7v5rCWNQJce9Dc,ib-p-3RjTOSE8UDQg-J7fQ,-21190.143944021
AminoAcids/gln/Dipeptide/bare/conf_0186/FHIaims.out,C8H15N3O3,-G2nttlZSimQ_J_CjZZ3RodLrDEb,Hv7DRUq5RZid9ml1-IqMUw,-19156.412601752
AminoAcids/arg/Dipeptide/Mg/conf_0100/FHIaims.out,C9H19MgN5O2,-GTCaQbUn9pzvrKdHJCTOISSLSqJ,Ci4T-gOUT8GLrEkYVFf-ww,-26634.199856724
AminoAcids/arg/Dipeptide/bare/conf_0541/FHIaims.out,C9H19N5O2,-GTRWT3zw0tCS0H6Q_5GtmGj8zVJ,NJxp4QcKQRSfKpve6zm8zw,-21190.563664475
AminoAcids/arg/Dipeptide/Ba/conf_0270/FHIaims.out,BaC9H19N5O2,-GbZD7LRgnLeiuOZ7npfcUWoKd5V,REHDiBLURByKg3pMFPmq6w,-246329.229161283
AminoAcids/arg/Dipeptide/bare/conf_3853/FHIaims.out,C9H19N5O2,-GfFuKkRTI_9uLKMkCpaZ85qBFOw,NJxp4QcKQRSfKpve6zm8zw,-21190.046266346
AminoAcids/arg/Dipeptide/bare/conf_3708/FHIaims.out,C9H19N5O2,-GtZ8M1FDBA4AAMJt7MKUDQo72R6,EAG8kHiQQIS21GfqFq_YXQ,-21190.086032669
AminoAcids/met/Dipeptide/Mg/conf_0013/FHIaims.out,C8H16MgN2O2S,-GvUR4Azo_Tl8iI1pzs8mrskUC2_,qbfZrpOiRGqYZFuR4ufJIA,-31954.489226717
AminoAcids/argH/Dipeptide/bare/conf_0923/FHIaims.out,C9H20N5O2,-HF1jFt-kn9iSiSw1SEW666Nvrdp,KyjKBq5sRSKGLrHAYV9z7A,-21200.994468388
AminoAcids/argH/Dipeptide/bare/conf_0715/FHIaims.out,C9H20N5O2,-HRQTblkIClkCIl_dzskE8xruliX,MTSFEw9oS1GRiY0LVMgOYw,-21201.377195772
AminoAcids/arg/Dipeptide/bare/conf_3972/FHIaims.out,C9H19N5O2,-HSORp-lAUGwwZ97aj9QtczkPYKb,NJxp4QcKQRSfKpve6zm8zw,-21190.002713333
AminoAcids/lysH/Dipeptide/bare/conf_0338/FHIaims.out,C9H20N3O2,-HhuqeyOoYZ-xRvAtyXj09UUr2Cz,Q5GGiXRDSju3w4xl216bog,-18219.849150576
AminoAcids/lysH/Dipeptide/Ba/conf_0081/FHIaims.out,BaC9H20N3O2,-HieUufJrlipOWPrRE2grRyypxO6,ZnZLnzQUTbiqfI_XO3s4Aw,-243352.897584165
AminoAcids/lysH/Dipeptide/Mg/conf_0522/FHIaims.out,C9H20MgN3O2,-IAgHiwglwpUitQEabqjU5OEzAD8,3mF4CEoTReGHEdeR4sFfnw,-23653.782736934
AminoAcids/arg/Dipeptide/bare/conf_1381/FHIaims.out,C9H19N5O2,-ITMJvfYDddwNnVboIWUtC_47fjJ,mxY3oud0ROmuulnue0PLuw,-21190.433307552
AminoAcids/arg/Dipeptide/bare/conf_1688/FHIaims.out,C9H19N5O2,-IVaa7khlqzrYUYZRQ6KUxLuHvug,ib-p-3RjTOSE8UDQg-J7fQ,-21190.386216858
AminoAcids/gluH/Dipeptide/bare/conf_0416/FHIaims.out,C8H14N2O4,-IcvBWpAGivdVHW1nt5-_qZl-a-3,Qj3IkTjuSVmTqd3g3BoW_Q,-19697.99521308
AminoAcids/arg/Dipeptide/bare/conf_3922/FHIaims.out,C9H19N5O2,-IqcSgCd7Fu6r41MFbhe0qtV1sQr,ib-p-3RjTOSE8UDQg-J7fQ,-21190.02491087
AminoAcids/arg/Dipeptide/bare/conf_2641/FHIaims.out,C9H19N5O2,-IvJuw5v7N3N2LYLNrOqNDx3ZGLG,E4zeoTItQNmyq6j7HmhnEA,-21190.243268144
AminoAcids/arg/Dipeptide/bare/conf_0049/FHIaims.out,C9H19N5O2,-IwgaSYW_s5AO9ewUPSMKO-avota,_H1mhAjDTQm8tfuJmf_h2g,-21190.797326468
AminoAcids/thr/Dipeptide/bare/conf_0051/FHIaims.out,C7H14N2O3,-JE-D1XwMfmqnAbiAC3mbSN86tuw,iQJ1a18hSvKCnu-9OVWV8Q,-16612.316884711
AminoAcids/met/Dipeptide/bare/conf_0098/FHIaims.out,C8H16N2O2S,-JSlR_MsxvGdR8fOyFY2GPdP8bCi,qbfZrpOiRGqYZFuR4ufJIA,-26512.095399073
AminoAcids/met/Dipeptide/bare/conf_0001/FHIaims.out,C8H16N2O2S,-JTg_3sqeKecDGUzzMqrFGTJszXw,qbfZrpOiRGqYZFuR4ufJIA,-26512.30006213
AminoAcids/tyr/Dipeptide/Ca/conf_0045/FHIaims.out,C12CaH16N2O3,-JfNZBBvAiBAQyADvBoEgLn9x0kz,_I3aphGuSPSicApthbSLkQ,-40373.756880743
AminoAcids/lys/Dipeptide/bare/conf_0678/FHIaims.out,C9H19N3O2,-JoiKEo4FFsMDgoJGtETrZaVZj_j,cXFjyFUCQIO5UmKBPwPsRA,-18209.405658467
AminoAcids/gln/Dipeptide/Ba/conf_0055/FHIaims.out,BaC8H15N3O3,-JutCNxsdpDksOqbRD1F3I4wwZfV,iQJ1a18hSvKCnu-9OVWV8Q,-244294.59297688
AminoAcids/arg/Dipeptide/bare/conf_0662/FHIaims.out,C9H19N5O2,-K2oQzDnPHF8Q_vEvzeLIqFRfp-k,mhwYHeUYTeqHRPiUb8FpOA,-21190.539504077
AminoAcids/argH/Dipeptide/Ba/conf_0435/FHIaims.out,BaC9H20N5O2,-K37QeA3RkBgasAkwO6PmG3IdTqQ,vZFlWi73QF2OmB6W5PKTfQ,-246333.974735828
AminoAcids/arg/Dipeptide/bare/conf_2499/FHIaims.out,C9H19N5O2,-KErrVkQ1D4ZwB8oWyVnrM2POSXt,NJxp4QcKQRSfKpve6zm8zw,-21190.264160301
AminoAcids/aspH/Dipeptide/bare/conf_0046/FHIaims.out,C7H12N2O4,-KHVDCwT_bsZqH_z6S1MhkFgOc9K,PCxqtGsNRZugsCeb7VMUfQ,-18628.867586554
